"Zgadzam się z @4w0rX4t4X nie ma już odwrotu, jedyne co nam pozostaje to zarobić i zainwestować ile się da zanim przyjdzie czas na naszą branże. Nie wierzę że chatGPT w tej dekadzie całkowicie zastąpi ludzi, ale może namieszać w ten sposób że jedna osoba będzie w stanie w 1 dzień zrobić robotę zespołu przez tydzień. Na pocieszenie dodam że poleci też wiele innych zawodów:  Tłumacze, graficy, copywriterzy. Wszelkiego rodzaju doradcy. Wszelkiego rodzaju analitycy. Aktorzy i aktorki.  Co ciekawe zawody in real life jak fryzjer czy budowlaniec nadal powinny się trzymać (to jest dekadę dłużej aż AI wymyśli jak i ich wyautomatyzować). PS. W czasie gdy TY dysktujesz na 4p, Hindusi już masowo korzystają z chatGPT! Już krótce hindusGPT może mieć jak mawiają amerykanie upper hand nad outsource'ingiem do Polski i wtedy się zacznie. Wszystkie JPMorgany i inne molochy zaczną znów outsource'ować do tanich pragramistów uzbrojonych w GPT...;"
"@Rajmon, @ledi12 - zapominacie o tym, że w tej chwili takiego LLMa stawiam w domu na kompie z 2 dobrymi kartami graficznymi i mogę eksperymentować z tematem ile mi się podoba - co zresztą zaczynam robić, bo właśnie wczoraj z dwoma współpracowników podjęliśmy decyzję o zakupie kart i zapisaniu się na kursy AI dla programistów, żeby nie grzebać się w tematyce po omacku. Ale kij z nami - bo my już mamy swoje lata i jedynie nie chcemy wypaść z rynku. Jednak takie karty zakupiło kilkadziesiąt milionów programistów na całym świecie i każdy zacznie coś eksperymentować i dłubać. Jedni zaczną łączyć swoje LLMY w sieci, a inni pogrążą się w optymalizacji. Jeszcze inni po prostu zaczną wykorzystywać je w biznesie na małą skalę - tak jak ja. Dziś mam konkretny pomysł i projekt, który realizuję. Projekt ten bez AI na dzisiejszym poziomie był niezmiernie trudny do wykonania - od wielu lat nas to truło i nie wiedzieliśmy jak się za to zabrać. Szacowaliśmy, że koszt wykonania to 300 000zł - 600 000zł / minimum rok pracy dla 2 - 3 osób nie licząc czasu na wdrożenie zespołu w branżę. Dziś dzięki AI, pojawiła się możliwość wykonania tego oprogramowania, dającego ten sam efekt końcowy, a nawet lepszy w terminie do początku maja tego roku. I zrobimy to! Wniosek chyba jest prosty. Po pierwsze wspomnianych 2 - 3 programistów już nie nigdy dostanie tej pracy (i wielu podobnych). Po drugie chęć automatyzacji i wykorzystania nawet nieco ułomnego ale bardzo posłusznego pracownika jest silniejsza niż chęć wdrażania w temat kolejnego człowieka. Dziś nasz zespół to żadne orły AI - nawet nie początkujący amatorzy, a mimo to nawet z tak małym poziomem wiedzy o AI potrafimy skutecznie wykorzystać tą technologię do rozwiązywania konkretnych problemów. Teraz wracając do tych milionów programistów co także się za to zabrało. Są pośród nich tacy co będą szukać nowych możliwości dla sławy, dla pieniędzy, a inni jeszcze z innych pobudek. Część  nowych odkryć będzie przypadkowa, część będzie kontynuacją zadań i idei, które już od lat były rozwijane ale to ich urzeczywistnienia brakowało właśnie AI, nawet jeszcze nieco kulawego. Pewne jest jedno. Ci ""domorośli eksperymentatorzy"" już niebawem na tych starych modelach + LLM zaczną uruchamiać i robić takie rzeczy, o jakich twórcą AI się nawet nie śniło. A tak przy okazji ""podobno"" nowe centrum badawcze openAI jest 10 razy większe od dotychczasowego. Jak można się domyślić będą tam nowe serwery z nowymi wyspecjalizowanymi do AI akceleratorami i układami. Jasne że dziś mamy w AI spore ograniczenia na ""wejściu"" ale może uda się je obejść zrównolegleniem wielu LLM. Nie wiem, nie znam się na tyle. Ale nie tylko @Rajmon i @ledi12 mają świadomość tych ograniczeń ale także cała masa ludzi, którzy dziś zrobią bardzo dużo aby te ograniczenia przeskoczyć. To, że AI dziś robi błąd w równaniu to żaden problem. Po prostu nie do tego będzie wykorzystywany. Zresztą nawet na tym forum miliony razy ""wybitni programiści"" pisali, że matma w programowaniu nie jest potrzebna :-)  Nie wiem co inni uważają, ale ja uważam, że pracownik nawet z IQ 80 ale 100 razy tańszy - zepchnie tego żywego na margines. Tak jak dziś - jeden starej daty full-stack z IQ 150+ zastępowany jest kilkuosobowym zespołem o średnim IQ 125 - tak samo niebawem ten kilkuosobowy zespół zostanie zastąpiony siecią współpracujących LLM o IQ 80 i to też będzie działać.;"
Bardzo fajna konkluzja. Jednocześnie prawdopodobnie jest dobrą przesłanką do wskazania gdzie leży granica pomiędzy tymi co zostaną a tymi co zostaną zastąpieni i odpowiedzią na pytanie z tematu.;
"Nie pisałem w C++ Builder całe wieki. Pytając AI wyszły głupoty, ale po wklejeniu dokumentacji wyprodukował coś bardziej rozsądnego: https://chat.openai.com/c/872164b1-5cf4-4ab5-8885-32ec9b3fb96a AI jest fajne, ale nie można mu ufać (daje złe rozwiązania, jak nie ma się odpowiedniego skilla to powoduje więcej kłopotów niż pożytku), tu masz wersję poprawioną przez mnie, powinno być ok: int CALLBACK CompareTreeNodes(LPARAM lParam1, LPARAM lParam2, LPARAM lParamSort) {     TTreeNode* Node1 = reinterpret_cast<TTreeNode*>(lParam1);     TTreeNode* Node2 = reinterpret_cast<TTreeNode*>(lParam2);      bool isDir1 = Node1->HasChildren();     bool isDir2 = Node2->HasChildren();      if (isDir1 == isDir2) {         return AnsiCompareText(Node1->Text, Node2->Text);     }     return isDir1 - isDir2; }  Swoja drogą API do sortowania nie projektowała osoba z dużym doświadczeniem w C++Builder, więc to strasznie wygląda.  Edit:   A teraz widzę, że jest mały bug, w tym co zaproponowała AI (i co poprawiłem) :/. Ego trzeba pogrzebać w dokumentacji i zastąpić HasChildren czymś prawidłowym. Czy ktoś inny widzi ten bug :P ?;"
Jakim cudem AI ma zastąpić pracowników? Przecież to co wypluje AI trzeba umieć wdrożyć i połączyć z czymś innym żeby to działało. Imo nigdy AI nie zastąpi człowieka. AI to tylko pomocny tool;
"Troche clickbaitowy ten tytul :P. Moim zdaniem jestes podrecznikowym przykladem wypalenia zawodowego. Brak checi zmiany pracodawcy/zawodu ze wzgledu na utrate statusu materialnego to bardzo popularny motyw tzw zlote kajdanki. Po pierwsze warto udac sie do psychologa. Po drugie niepotrzebnie sie nakrecasz tym AI, wszystkie te chaty czy copiloty nie zastapia nas jeszcze przez (minimum) kilkanascie lat. W momencie kiedy AI bedzie w stanie przejmowac robote programistow rownie dobrze bedzie moglo zastapic jakies 90% pozostalych zawodow, wiec nie ma co sie przejmowac na wyrost :P.;"
"Kiedy przestaniecie tak panikować na punkcie tego AI? Mam wrażenie, że najbardziej AI boją się bezproduktywne w pracy osoby które mogłyby zostać zastąpione przez byle juniora (albo wytresowana małpe) a boją się, że AI to przyśpieszy. Naprawdę, osoby których praca to coś więcej niż wycentrowanie raz dziennie diva powinny być raczej spokojne o swoje zatrudnienie.;"
"Uważam, że w najbliższym czasie podstawowe zadania mogą zostać zautomatyzowane. Po prostu trzeba będzie zdobyć dużo większe umiejętności w krótszym czasie i pozostaną tylko dobrzy programiści, natomiast osoby, które nie mają jakiś większych umiejętności zostaną zastąpione przez AI. Moim zdaniem trzeba przygotować się na to iż może powstać większa konkurencja na rynku IT. A jeśli powstanie to musisz nadrobić pewną wiedzę tak aby być dalej w grze. I raczej nie będzie tutaj chodziło o nauczenie się kolejnego frameworka tylko umiejętność rozwiązywania złożonych problemów i zaprogramowania tego w dowolnym języku czy też duża większa wiedza techniczna. Na pewno nie będzie łatwiej bo obecnie to są początki ale można sobie wyobrazić taką sytuację, że na rynku pozostaną tylko dobrzy programiści. I te osoby również mogą zadawać coraz trudniejsze pytania GPT i czasami go pouczać przez co sam algorytm będzie zdobywał coraz wiekszą świadomość jak to zaznaczył Andrzej Dragan.;"
"Ten poziom AI przyszedł wcześniej niż zakładałem (ale oczywiście moje wyliczenia były strzałem z d**y, bo się absolutnie na tym nie znam i nie znałem) i będzie podejrzewam tak samo jak z internetem. Internet dał nam ogrom możliwości, dosłownie otworzył nas na cały świat, ale w zamian zostaliśmy zniszczeni. Brzmi to edgy, ale internet rozpierdzielił społeczeństwo w drobny mak. Nie będę się rozwodził szerzej tutaj bo byłby offtop. Uważam jednak, że z AI będzie to samo. Popchnie nas niesamowicie do przodu, inteligentne jednostki z tego skorzystają i będą błogosławić to narzędzie. Nic oczywiście za darmo nie przyjdzie i społeczeństwo zdegenruje się pewnie jeszcze bardziej i zaczną się większe problemy. Czy wszystkich zastąpi AI w robocie? Pewnie jeszcze nie, ale zacznie to powoli się dziać. Ja nigdy nie planowałem programować do końca życia także jestem absolutnie gotowy zmienić branżę jak okażę się za słaby by konkiurować z AI i z programistami lepszymi od siebie. Problem jest taki, że gdzie ci wszyscy ludzie się potem podzieją, bo fizoli też zacznie być nadmiar. Z prozaicznych plusów i minusów - jak AI zacznie nam praktycznie tak łatwo tworzyć gry i filmy jak tworzy teraz Midjourney obrazki to znowu będzie zalew syfu i szukanie perełek będzie JESZCZE trudniejsze. Mi Midjourney urwał suty, ale rozwój poszedł w kierunku nie takim co osobiście bym korzystał i znudziło mi się. Ludzie jednak niezmiernie tworzą te fotorealistyczne ""artworki"" i już w 95% przypadków i tak możesz stwierdzić, że było to zrobione przez AI bo albo ten sam styl cieniowania albo pomysł tak odjechany, że człowiek by tego raczej nie zrobił. Ubolewam, że prawdziwi artyści w końcu wyginą zalani syfem generowanym przez AI przez ludzi bez talentu i bez pomysłu. No ale chociaż będę mógł wygenerować więcej pornoli z aktorkami co już dawno są na emeryturze i w gatunkach w których jeszcze nic nie nakręciły, yay;"
"IBM zatrzymuje rekrutację na stanowiskach które mogą zostać zastąpione AI, potencjalnie do zwolnienia pójdzie 7800. Sporo mają tam tych HRów i influencerów z dziedziny ""How looks my day in IBM"" https://www.reuters.com/technology/ibm-pause-hiring-plans-replace-7800-jobs-with-ai-bloomberg-news-2023-05-01;"
